capability_id,source_kind,page,section,action,triggered_api,expected_result,target_feature_id,disposition,capability_status,legacy_implementation,legacy_verification,implementation_evidence,verification_evidence,domain_owner,canonical_method,canonical_path,canonical_operation_id,actor_scope,security_refs,protocol_refs,external_effect_status,migration_refs,source_evidence,notes,contract_status,domain_status,api_status,pg_status,migration_status,effect_status,shadow_status,deployment_status,resource_ref,action_ref,canonical_actor_scope,main_sha,contract_evidence_ref,domain_evidence_ref,api_evidence_ref,pg_evidence_ref,migration_evidence_ref,effect_evidence_ref,shadow_evidence_ref,deployment_evidence_ref
LEGACY-S07-037,FEATURE_MATRIX,/admin/wechat-pay/products/new,微信支付商品,打开新建商品页,GET /admin/wechat-pay/products/new,渲染 mode=new 的微信支付商品页面,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-037,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-pay/products/new,打开新建商品页,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-038,FEATURE_MATRIX,/admin/wechat-pay/products/{product_id}/edit,微信支付商品,打开编辑商品页,GET /admin/wechat-pay/products/{product_id}/edit,读取商品后渲染 mode=edit；找不到时返回 404,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-038,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-pay/products/{product_id}/edit,打开编辑商品页,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-039,FEATURE_MATRIX,/admin/wechat-pay/transactions,微信支付交易,查看交易列表,GET /admin/wechat-pay/transactions,以 provider=wechat 渲染交易工作区,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-039,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-pay/transactions,查看交易列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-040,FEATURE_MATRIX,/admin/wechat-pay/transactions/{order_id},微信支付交易,查看单笔交易详情,GET /admin/wechat-pay/transactions/{order_id},读取交易并渲染详情；找不到时返回 404,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-040,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-pay/transactions/{order_id},查看单笔交易详情,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-041,FEATURE_MATRIX,/admin/wechat-shop/transactions,微信小店交易,查看交易列表,GET /admin/wechat-shop/transactions,以 provider=wechat_shop 渲染交易工作区,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-041,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-shop/transactions,查看交易列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-042,FEATURE_MATRIX,/admin/wechat-shop/transactions/{order_id},微信小店交易,查看单笔交易详情,GET /admin/wechat-shop/transactions/{order_id},读取交易并渲染详情；找不到时返回 404,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/361;sha=73ada0dc67102a42d59a23098c1678ed02ff7559;tests=ci_merge-gate+ci_secret-diff;paths=commerce_workspace,method=merged_pr_ci;command=matrix_ledger_validation,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-042,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/wechat-shop/transactions/{order_id},查看单笔交易详情,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-043,FEATURE_MATRIX,/shared/service-period-member-grid,周期商品公开分享,打开只读会员数据网格,GET /shared/service-period-member-grid; GET /api/public/service-period-member-grid/bootstrap; POST /api/public/service-period-member-grid/query,渲染 private no-store 的公开只读页面，从 URL fragment 取得分享 token，并用它加载 bootstrap 与只读分页,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-043,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/shared/service-period-member-grid,打开只读会员数据网格,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-044,FEATURE_MATRIX,/admin/attachment-library,附件素材库,按关键词或启停状态刷新附件列表,GET /api/admin/attachment-library,客户端重绘匹配的附件卡片,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-044,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/attachment-library,按关键词或启停状态刷新附件列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-045,FEATURE_MATRIX,/admin/attachment-library,附件素材库,上传附件素材,POST /api/admin/attachment-library/upload,成功响应后显示新增素材并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-045,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/attachment-library,上传附件素材,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-046,FEATURE_MATRIX,/admin/attachment-library,附件素材库,保存附件名称和标签,PUT /api/admin/attachment-library/{attachment_id},成功响应后显示已保存并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-046,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/attachment-library,保存附件名称和标签,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-047,FEATURE_MATRIX,/admin/attachment-library,附件素材库,启用或停用附件,PUT /api/admin/attachment-library/{attachment_id},成功响应后更新启停文案并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-047,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/attachment-library,启用或停用附件,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-048,FEATURE_MATRIX,/admin/attachment-library,附件素材库,删除附件,DELETE /api/admin/attachment-library/{attachment_id},确认后成功响应会刷新列表并关闭编辑窗,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-048,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/attachment-library,删除附件,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-049,FEATURE_MATRIX,/admin/image-library,图片素材库,按筛选或滚动分页加载图片与分类面板,GET /api/admin/image-library; GET /api/admin/image-library/facets,客户端加载筛选维度并渲染图片分页结果,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=435fa46c5daf49da694085dd3f2132c66ed2435b;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/254;backend_merges=d81ba86bde4752fe6d3e402f7bf5bebf007db600+b73aa59276cdb4dc6075ca87fdf3c97f40cd9cf3;tests=web/src/image-library.test.ts+web/src/image-library-ui.test.tsx+acceptance/media/image_facets_integration_test.go;paths=web/src/image-library.ts+web/src/image-library-ui.tsx+cmd/aicrm/legacy_image_list_api.go,method=web_transport_unit_and_PG_read_projection;command=npm_run_ci+make_feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-049,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/image-library,按筛选或滚动分页加载图片与分类面板,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-050,FEATURE_MATRIX,/admin/image-library,图片素材库,上传图片素材,POST /api/admin/image-library/upload,成功响应后显示新增图片并重新加载筛选和列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=99304543057ed52da4802c3c969a85bb01fb0a87;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/209;tests=legacy_upload_envelope_auth_and_real_PG_UoW;paths=cmd/aicrm/legacy_media_api_test.go+internal/media,method=focused_normal_boundary_error_and_PG16;command=make_p4-h01a1-media-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-050,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/image-library,上传图片素材,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-051,FEATURE_MATRIX,/admin/image-library,图片素材库,保存图片元数据,PUT /api/admin/image-library/{image_id},成功响应后显示已保存并重新加载列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/258;sha=0a47cab39bdbbca889a5341a13da4f5d3e01a81b;tests=cmd/aicrm/legacy_image_update_api_test.go+internal/media/app/update_test.go+acceptance/media/image_update_0364_integration_test.go;paths=cmd/aicrm/legacy_image_update_api.go+internal/media/app/update.go+internal/media/store/update_repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/media/app ./acceptance/media && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-051,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/image-library,保存图片元数据,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-052,FEATURE_MATRIX,/admin/image-library,图片素材库,启用或停用图片,PUT /api/admin/image-library/{image_id},成功响应后更新启停状态并重新加载列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/258;sha=0a47cab39bdbbca889a5341a13da4f5d3e01a81b;tests=cmd/aicrm/legacy_image_update_api_test.go+internal/media/app/update_test.go+acceptance/media/image_update_0364_integration_test.go;paths=cmd/aicrm/legacy_image_update_api.go+internal/media/app/update.go+internal/media/store/update_repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/media/app ./acceptance/media && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-052,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/image-library,启用或停用图片,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-053,FEATURE_MATRIX,/admin/image-library,图片素材库,删除图片（必要时强制删除）,DELETE /api/admin/image-library/{image_id},确认后成功响应会从列表移除图片,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/263;sha=814b23efbce2d231481cd230cfa9e8c2d3ced9b8;tests=cmd/aicrm/legacy_image_delete_api_test.go+internal/media/app/delete_test.go+acceptance/media/image_delete_0362_integration_test.go;paths=cmd/aicrm/legacy_image_delete_api.go+internal/media/app/delete.go+internal/media/store/delete_repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/media/app ./acceptance/media && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-053,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/image-library,删除图片（必要时强制删除）,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-054,FEATURE_MATRIX,/admin/miniprogram-library,小程序素材库,刷新小程序素材列表,GET /api/admin/miniprogram-library,客户端重绘小程序素材列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=95cd686e69efdca97a3f7b05f1461176e096edfa;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/253;backend_merge=f10fda7f7069048b9b456a71a2f9545be28c6dc1;routes=LEGACY-API-0054+0390-0395;tests=web/src/main.test.tsx+web/src/miniprogram-library-ui.test.tsx+web/src/miniprogram-library.test.ts+PG16_14_up_down_up+repository_UoW_receipt_event_concurrency+HTTP_RBAC_CSRF+OpenAPI_generated;paths=cmd/aicrm/legacy_miniprogram_api.go+internal/media+migrations/00045_media_miniprogram_library.sql+web/src/main.tsx+web/src/miniprogram-library-ui.tsx;external_gate=historical_preflight_and_reconciliation;no_provider_execution=true,method=PG16_14_44_45_44_45+race+web;command=make_p4-miniprogram-library-ab-acceptance+go_test_race_internal_media_cmd_aicrm+npm_run_ci,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-054,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/miniprogram-library,刷新小程序素材列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-055,FEATURE_MATRIX,/admin/miniprogram-library,小程序素材库,新建小程序素材,POST /api/admin/miniprogram-library,成功响应后显示新建结果并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=95cd686e69efdca97a3f7b05f1461176e096edfa;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/253;backend_merge=f10fda7f7069048b9b456a71a2f9545be28c6dc1;routes=LEGACY-API-0054+0390-0395;tests=web/src/main.test.tsx+web/src/miniprogram-library-ui.test.tsx+web/src/miniprogram-library.test.ts+PG16_14_up_down_up+repository_UoW_receipt_event_concurrency+HTTP_RBAC_CSRF+OpenAPI_generated;paths=cmd/aicrm/legacy_miniprogram_api.go+internal/media+migrations/00045_media_miniprogram_library.sql+web/src/main.tsx+web/src/miniprogram-library-ui.tsx;external_gate=historical_preflight_and_reconciliation;no_provider_execution=true,method=PG16_14_44_45_44_45+race+web;command=make_p4-miniprogram-library-ab-acceptance+go_test_race_internal_media_cmd_aicrm+npm_run_ci,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-055,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/miniprogram-library,新建小程序素材,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-056,FEATURE_MATRIX,/admin/miniprogram-library,小程序素材库,为小程序选择器上传缩略图,POST /api/admin/image-library/upload,成功响应返回图片素材 ID，供当前小程序表单保留,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=99304543057ed52da4802c3c969a85bb01fb0a87;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/209;tests=image_picker_minimal_item_id_contract_and_real_PG_UoW;paths=api/openapi.yaml+cmd/aicrm/legacy_api.go+internal/media,method=focused_normal_boundary_error_and_PG16;command=make_p4-h01a1-media-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-056,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/miniprogram-library,为小程序选择器上传缩略图,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-057,FEATURE_MATRIX,/admin/miniprogram-library,小程序素材库,保存小程序名称、AppID或封面,PUT /api/admin/miniprogram-library/{item_id},成功响应后显示已保存并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=95cd686e69efdca97a3f7b05f1461176e096edfa;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/253;backend_merge=f10fda7f7069048b9b456a71a2f9545be28c6dc1;routes=LEGACY-API-0054+0390-0395;tests=web/src/main.test.tsx+web/src/miniprogram-library-ui.test.tsx+web/src/miniprogram-library.test.ts+PG16_14_up_down_up+repository_UoW_receipt_event_concurrency+HTTP_RBAC_CSRF+OpenAPI_generated;paths=cmd/aicrm/legacy_miniprogram_api.go+internal/media+migrations/00045_media_miniprogram_library.sql+web/src/main.tsx+web/src/miniprogram-library-ui.tsx;external_gate=historical_preflight_and_reconciliation;no_provider_execution=true,method=PG16_14_44_45_44_45+race+web;command=make_p4-miniprogram-library-ab-acceptance+go_test_race_internal_media_cmd_aicrm+npm_run_ci,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-057,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/miniprogram-library,保存小程序名称、AppID或封面,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
