mapping_id,legacy_table,legacy_domain,source_presence,legacy_decision,replacement_disposition,target_schema_status,candidate_targets,watermark_strategy,fk_strategy,safety_rule,field_mapping_count,legacy_implementation,legacy_verification,source_evidence,migration_execution_status,notes,source_sha,source_key,import_key,transform_version,pii_ref,reject_ref,quarantine_ref,full_run_ref,incremental_run_ref,reconcile_ref,rollback_ref,run_receipt_ref,contract_status,execution_status,reconcile_status,rollback_status,receipt_status
LEGACY-T14-164,customer_read_model_refresh_source_receipt,customer_read_model,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",8,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-164,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-165,customer_read_model_refresh_state,customer_read_model,HEAD_PHYSICAL,REBUILD,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",8,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-165,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-166,customer_recent_message_next,customer_read_model,HEAD_PHYSICAL,DROP,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"never replay provider calls, sessions, messages, welcome actions, or owner-transfer workflows",10,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-166,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-167,customer_recent_message_next_shadow,customer_read_model,HEAD_PHYSICAL,DROP,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"never replay provider calls, sessions, messages, welcome actions, or owner-transfer workflows",10,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-167,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-168,customer_timeline_event_next,customer_read_model,HEAD_PHYSICAL,REBUILD,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,do not duplicate projected events or treat a projection as canonical,11,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-168,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-169,customer_value_segment_current,legacy_customer_projection,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-169,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-170,customer_value_segment_history,legacy_customer_projection,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-170,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-171,data_health_snapshot,data_health,HEAD_PHYSICAL,REBUILD,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,FULL_ONLY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",8,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-171,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-172,deployment_profile_state,admin_config,HEAD_PHYSICAL,RESET_RUNTIME,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"never enqueue, retry, dispatch, approve, or resume legacy work",9,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-172,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-173,domain_event_outbox,commerce_events,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",11,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-173,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-174,external_campaign_preparation_recipients,campaign,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",18,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-174,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-175,external_campaign_preparations,campaign,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",27,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-175,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-176,external_contact_bindings,identity_contact,HEAD_PHYSICAL,REBUILD,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,identity resolution is scoped and fail-closed; unresolved references remain floating or quarantined and never create guessed customers,5,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-176,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-177,external_effect_attempt,external_effects,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,FULL_ONLY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",23,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-177,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-178,external_effect_job,external_effects,HEAD_PHYSICAL,RESET_RUNTIME,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"never enqueue, retry, dispatch, approve, or resume legacy work",70,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-178,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-179,external_effect_test_receipt,external,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,FULL_ONLY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",20,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-179,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-180,external_push_config,external,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",18,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-180,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-181,external_push_delivery,commerce_events,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",20,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-181,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-182,group_chats,group_ops,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",10,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-182,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-183,group_invite_library,media_library,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",17,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-183,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-184,group_ops_workspace_allowlist_snapshots,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-184,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-185,group_ops_workspace_draft_audit_logs,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-185,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-186,group_ops_workspace_draft_items,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-186,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-187,group_ops_workspace_drafts,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-187,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-188,group_ops_workspace_governance_review_steps,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-188,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-189,group_ops_workspace_governance_reviews,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-189,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-190,group_ops_workspace_gray_window_approvals,group_ops,ABSENT_AT_HEAD,DEFER,DEFERRED_UNMAPPED,NO_TARGET,UNMAPPED,PENDING_SOURCE_SCHEMA,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",0,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-190,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-191,hxc_dashboard_broadcast_tasks,user_ops,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",17,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-191,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-192,identity_resolution_completion_receipt,identity_contact,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,identity resolution is scoped and fail-closed; unresolved references remain floating or quarantined and never create guessed customers,9,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-192,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-193,image_library,media_library,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",17,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-193,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-194,image_library_variants,media_library,HEAD_PHYSICAL,DEFER,DEFERRED_UNMAPPED,PENDING_TARGET_SCHEMA,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",14,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-194,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-195,internal_event,internal_events,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,CREATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",28,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-195,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-196,internal_event_consumer_attempt,internal_events,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,FULL_ONLY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",11,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-196,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-197,internal_event_consumer_run,internal_events,HEAD_PHYSICAL,ARCHIVE_ONLY,RETIREMENT_APPROVED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"no migration action, external call, job enqueue, provider retry, or runtime activation may be produced from this candidate",31,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-197,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
LEGACY-T14-198,internal_event_outbox,internal_events,HEAD_PHYSICAL,RESET_RUNTIME,BACKEND_REQUIRED,NO_TARGET,UNMAPPED,UPDATED_AT_PLUS_KEY,no active target foreign key is created,"never enqueue, retry, dispatch, approve, or resume legacy work",46,NOT_STARTED,NOT_RUN,docs/migration-mapping.jsonl:LEGACY-T14-198,NOT_EXECUTED,"The mapping is a migration decision, not proof that data moved.",6cb989c071255437d75953dabb943318a74eb8f4,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED
