mapping_id,partition,legacy_path,legacy_route_name,manifest_methods,manifest_method_bundle,manifest_path,audience,layer,auth_scheme,requires_auth,csrf,access_scope,capability_owner,legacy_external_effects,candidate_v2_method,candidate_v2_path,candidate_v2_operation_id,target_mapping_id,legacy_disposition,signoff,discrepancy_flags,route_disposition,classification_status,source_evidence,classification,classification_reason,domain_owner_or_reassignment,candidate_v2_api_or_semantics,direct_v2_reference_count,feature_matrix_ids,classification_source_evidence,classification_evidence_refs,classification_notes
LEGACY-API-0460,S04,/api/admin/radar-links/{link_id}/pdf/reprocess,reprocess_radar_pdf_preview,POST,POST,/api/admin/radar-links/{link_id}/pdf/reprocess,admin,api,human_session,true,true,global,radar_links,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/radar/radar_links/api.py:481-486,BACKEND_REQUIRED,api_route_requires_backend_capability,radar_links,V2_NEW_SEMANTICS:radar_links(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/extensions/radar/radar_links/api.py:481-486,legacy-route-disposition-ledger.csv:461;aicrm_next/extensions/radar/radar_links/api.py:481-486;legacy-routes-6cb989c.json:route_index=459,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0461,S04,/api/admin/radar-links/{link_id}/share,get_radar_link_share,GET,GET,/api/admin/radar-links/{link_id}/share,admin,api,human_session,true,false,global,radar_links,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/radar/radar_links/api.py:402-407,BACKEND_REQUIRED,api_route_requires_backend_capability,radar_links,getRadarLinkShareProjection [GET /api/admin/radar-links/{link_id}/share],1,LEGACY-S07-130,aicrm_next/extensions/radar/radar_links/api.py:402-407,legacy-route-disposition-ledger.csv:462;aicrm_next/extensions/radar/radar_links/api.py:402-407;legacy-routes-6cb989c.json:route_index=460;api/openapi.yaml:7960;docs/feature-matrix.csv:242,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0462,S04,/api/admin/radar-links/{link_id}/stats,get_radar_link_stats,GET,GET,/api/admin/radar-links/{link_id}/stats,admin,api,human_session,true,false,global,radar_links,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,DEFERRED_POST_LAUNCH,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/radar/radar_links/api.py:426-431,BACKEND_REQUIRED,api_route_requires_backend_capability,radar_links,V2_NEW_SEMANTICS:radar_links(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/extensions/radar/radar_links/api.py:426-431,legacy-route-disposition-ledger.csv:463;aicrm_next/extensions/radar/radar_links/api.py:426-431;legacy-routes-6cb989c.json:route_index=461,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0463,S04,/api/admin/refunds,list_admin_refunds,GET,GET,/api/admin/refunds,admin,api,human_session,true,false,global,commerce,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/commerce/api.py:902-937,BACKEND_REQUIRED,api_route_requires_backend_capability,commerce,listLegacyRefunds [GET /api/admin/refunds],1,NONE,aicrm_next/extensions/commerce/commerce/api.py:902-937,legacy-route-disposition-ledger.csv:464;aicrm_next/extensions/commerce/commerce/api.py:902-937;legacy-routes-6cb989c.json:route_index=462;api/openapi.yaml:3671,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0464,S04,/api/admin/refunds,create_admin_refund,POST,POST,/api/admin/refunds,admin,api,human_session,true,true,global,commerce,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/commerce/api.py:940-958,BACKEND_REQUIRED,api_route_requires_backend_capability,commerce,createLegacyRefundIntent [POST /api/admin/refunds],1,LEGACY-S07-183,aicrm_next/extensions/commerce/commerce/api.py:940-958,legacy-route-disposition-ledger.csv:465;aicrm_next/extensions/commerce/commerce/api.py:940-958;legacy-routes-6cb989c.json:route_index=463;api/openapi.yaml:3697;docs/feature-matrix.csv:295,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0465,S03,/api/admin/send-content/preview,preview_send_content,POST,POST,/api/admin/send-content/preview,admin,api,human_session,true,true,global,send_content,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,SEND_CONTENT_NOT_PROVIDER_DELIVERY,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/engagement/send_content/api.py:43-55,BACKEND_REQUIRED,api_route_requires_backend_capability,send_content,V2_NEW_SEMANTICS:send_content(contract_required;do_not_infer_operation_id),0,"LEGACY-S06-009,LEGACY-S06-033",aicrm_next/engagement/send_content/api.py:43-55,"legacy-route-disposition-ledger.csv:466;aicrm_next/engagement/send_content/api.py:43-55;legacy-routes-6cb989c.json:route_index=464;docs/feature-matrix.csv:76,100",后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0466,S03,/api/admin/send-content/validate,validate_send_content,POST,POST,/api/admin/send-content/validate,admin,api,human_session,true,true,global,send_content,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,SEND_CONTENT_NOT_PROVIDER_DELIVERY,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/engagement/send_content/api.py:27-40,BACKEND_REQUIRED,api_route_requires_backend_capability,send_content,V2_NEW_SEMANTICS:send_content(contract_required;do_not_infer_operation_id),0,"LEGACY-S06-009,LEGACY-S06-033",aicrm_next/engagement/send_content/api.py:27-40,"legacy-route-disposition-ledger.csv:467;aicrm_next/engagement/send_content/api.py:27-40;legacy-routes-6cb989c.json:route_index=465;docs/feature-matrix.csv:76,100",后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0467,S04,/api/admin/service-period-products,list_service_period_products,GET,GET,/api/admin/service-period-products,admin,api,human_session,true,false,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:387-392,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,listServicePeriodProducts [GET /api/admin/service-period-products],1,LEGACY-S07-143,aicrm_next/extensions/commerce/service_period/api.py:387-392,legacy-route-disposition-ledger.csv:468;aicrm_next/extensions/commerce/service_period/api.py:387-392;legacy-routes-6cb989c.json:route_index=466;api/openapi.yaml:7142;docs/feature-matrix.csv:255,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0468,S04,/api/admin/service-period-products,create_service_period_product,POST,POST,/api/admin/service-period-products,admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:395-401,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,createServicePeriodProduct [POST /api/admin/service-period-products],1,LEGACY-S07-144,aicrm_next/extensions/commerce/service_period/api.py:395-401,legacy-route-disposition-ledger.csv:469;aicrm_next/extensions/commerce/service_period/api.py:395-401;legacy-routes-6cb989c.json:route_index=467;api/openapi.yaml:7164;docs/feature-matrix.csv:256,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0469,S04,/api/admin/service-period-products/membership-configs,list_service_period_membership_configs,GET,GET,/api/admin/service-period-products/membership-configs,admin,api,human_session,true,false,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:404-406,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,V2_NEW_SEMANTICS:service_period(contract_required;do_not_infer_operation_id),0,NONE,aicrm_next/extensions/commerce/service_period/api.py:404-406,legacy-route-disposition-ledger.csv:470;aicrm_next/extensions/commerce/service_period/api.py:404-406;legacy-routes-6cb989c.json:route_index=468,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0470,S04,/api/admin/service-period-products/{service_product_id},delete_service_period_product,DELETE,DELETE,/api/admin/service-period-products/{service_product_id},admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:450-455,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,archiveServicePeriodProduct [DELETE /api/admin/service-period-products/{service_product_id}],1,LEGACY-S07-148,aicrm_next/extensions/commerce/service_period/api.py:450-455,legacy-route-disposition-ledger.csv:471;aicrm_next/extensions/commerce/service_period/api.py:450-455;legacy-routes-6cb989c.json:route_index=469;api/openapi.yaml:7231;docs/feature-matrix.csv:260,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0471,S04,/api/admin/service-period-products/{service_product_id},get_service_period_product,GET,GET,/api/admin/service-period-products/{service_product_id},admin,api,human_session,true,false,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:409-414,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,getServicePeriodProduct [GET /api/admin/service-period-products/{service_product_id}],1,NONE,aicrm_next/extensions/commerce/service_period/api.py:409-414,legacy-route-disposition-ledger.csv:472;aicrm_next/extensions/commerce/service_period/api.py:409-414;legacy-routes-6cb989c.json:route_index=470;api/openapi.yaml:7187,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0472,S04,/api/admin/service-period-products/{service_product_id},update_service_period_product,PUT,PUT,/api/admin/service-period-products/{service_product_id},admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:417-422,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,updateServicePeriodProduct [PUT /api/admin/service-period-products/{service_product_id}],1,LEGACY-S07-145,aicrm_next/extensions/commerce/service_period/api.py:417-422,legacy-route-disposition-ledger.csv:473;aicrm_next/extensions/commerce/service_period/api.py:417-422;legacy-routes-6cb989c.json:route_index=471;api/openapi.yaml:7208;docs/feature-matrix.csv:257,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0473,S04,/api/admin/service-period-products/{service_product_id}/copy,copy_service_period_product,POST,POST,/api/admin/service-period-products/{service_product_id}/copy,admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:425-431,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,copyServicePeriodProduct [POST /api/admin/service-period-products/{service_product_id}/copy],1,LEGACY-S07-147,aicrm_next/extensions/commerce/service_period/api.py:425-431,legacy-route-disposition-ledger.csv:474;aicrm_next/extensions/commerce/service_period/api.py:425-431;legacy-routes-6cb989c.json:route_index=472;api/openapi.yaml:7303;docs/feature-matrix.csv:259,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0474,S04,/api/admin/service-period-products/{service_product_id}/disable,disable_service_period_product,POST,POST,/api/admin/service-period-products/{service_product_id}/disable,admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:442-447,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,disableServicePeriodProduct [POST /api/admin/service-period-products/{service_product_id}/disable],1,LEGACY-S07-146,aicrm_next/extensions/commerce/service_period/api.py:442-447,legacy-route-disposition-ledger.csv:475;aicrm_next/extensions/commerce/service_period/api.py:442-447;legacy-routes-6cb989c.json:route_index=473;api/openapi.yaml:7279;docs/feature-matrix.csv:258,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0475,S04,/api/admin/service-period-products/{service_product_id}/enable,enable_service_period_product,POST,POST,/api/admin/service-period-products/{service_product_id}/enable,admin,api,human_session,true,true,global,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:434-439,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,enableServicePeriodProduct [POST /api/admin/service-period-products/{service_product_id}/enable],1,LEGACY-S07-146,aicrm_next/extensions/commerce/service_period/api.py:434-439,legacy-route-disposition-ledger.csv:476;aicrm_next/extensions/commerce/service_period/api.py:434-439;legacy-routes-6cb989c.json:route_index=474;api/openapi.yaml:7255;docs/feature-matrix.csv:258,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0476,S04,/api/admin/service-period-products/{service_product_id}/member-grid/access,service_period_member_grid_access,GET,GET,/api/admin/service-period-products/{service_product_id}/member-grid/access,admin,api,human_session,true,false,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:501-512,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,getServicePeriodMemberGridAccess [GET /api/admin/service-period-products/{service_product_id}/member-grid/access],1,LEGACY-S07-153,aicrm_next/extensions/commerce/service_period/api.py:501-512,legacy-route-disposition-ledger.csv:477;aicrm_next/extensions/commerce/service_period/api.py:501-512;legacy-routes-6cb989c.json:route_index=475;api/openapi.yaml:7517;docs/feature-matrix.csv:265,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0477,S04,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators,create_service_period_member_grid_collaborator,POST,POST,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators,admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:696-718,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,createServicePeriodMemberGridCollaborator [POST /api/admin/service-period-products/{service_product_id}/member-grid/collaborators],1,LEGACY-S07-160,aicrm_next/extensions/commerce/service_period/api.py:696-718,legacy-route-disposition-ledger.csv:478;aicrm_next/extensions/commerce/service_period/api.py:696-718;legacy-routes-6cb989c.json:route_index=476;api/openapi.yaml:7708;docs/feature-matrix.csv:272,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0478,S04,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id},delete_service_period_member_grid_collaborator,DELETE,DELETE,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id},admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:744-767,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,deleteServicePeriodMemberGridCollaborator [DELETE /api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id}],1,LEGACY-S07-162,aicrm_next/extensions/commerce/service_period/api.py:744-767,legacy-route-disposition-ledger.csv:479;aicrm_next/extensions/commerce/service_period/api.py:744-767;legacy-routes-6cb989c.json:route_index=477;api/openapi.yaml:7762;docs/feature-matrix.csv:274,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0479,S04,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id},update_service_period_member_grid_collaborator,PUT,PUT,/api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id},admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:721-741,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,updateServicePeriodMemberGridCollaborator [PUT /api/admin/service-period-products/{service_product_id}/member-grid/collaborators/{collaborator_id}],1,LEGACY-S07-161,aicrm_next/extensions/commerce/service_period/api.py:721-741,legacy-route-disposition-ledger.csv:480;aicrm_next/extensions/commerce/service_period/api.py:721-741;legacy-routes-6cb989c.json:route_index=478;api/openapi.yaml:7735;docs/feature-matrix.csv:273,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0480,S04,/api/admin/service-period-products/{service_product_id}/member-grid/external-share,update_service_period_member_grid_external_share,PUT,PUT,/api/admin/service-period-products/{service_product_id}/member-grid/external-share,admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:770-793,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,V2_NEW_SEMANTICS:service_period(contract_required;do_not_infer_operation_id),0,LEGACY-S07-163,aicrm_next/extensions/commerce/service_period/api.py:770-793,legacy-route-disposition-ledger.csv:481;aicrm_next/extensions/commerce/service_period/api.py:770-793;legacy-routes-6cb989c.json:route_index=479;docs/feature-matrix.csv:275,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0481,S04,/api/admin/service-period-products/{service_product_id}/member-grid/query,query_service_period_member_grid,POST,POST,/api/admin/service-period-products/{service_product_id}/member-grid/query,admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:621-651,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,V2_NEW_SEMANTICS:service_period(contract_required;do_not_infer_operation_id),0,LEGACY-S07-154,aicrm_next/extensions/commerce/service_period/api.py:621-651,legacy-route-disposition-ledger.csv:482;aicrm_next/extensions/commerce/service_period/api.py:621-651;legacy-routes-6cb989c.json:route_index=480;docs/feature-matrix.csv:266,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0482,S04,/api/admin/service-period-products/{service_product_id}/member-grid/schema,service_period_member_grid_schema,GET,GET,/api/admin/service-period-products/{service_product_id}/member-grid/schema,admin,api,human_session,true,false,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:515-521,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,V2_NEW_SEMANTICS:service_period(contract_required;do_not_infer_operation_id),0,LEGACY-S07-153,aicrm_next/extensions/commerce/service_period/api.py:515-521,legacy-route-disposition-ledger.csv:483;aicrm_next/extensions/commerce/service_period/api.py:515-521;legacy-routes-6cb989c.json:route_index=481;docs/feature-matrix.csv:265,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0483,S04,/api/admin/service-period-products/{service_product_id}/member-grid/share-settings,get_service_period_member_grid_share_settings,GET,GET,/api/admin/service-period-products/{service_product_id}/member-grid/share-settings,admin,api,human_session,true,false,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:682-693,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,getServicePeriodMemberGridShareSettings [GET /api/admin/service-period-products/{service_product_id}/member-grid/share-settings],1,LEGACY-S07-159,aicrm_next/extensions/commerce/service_period/api.py:682-693,legacy-route-disposition-ledger.csv:484;aicrm_next/extensions/commerce/service_period/api.py:682-693;legacy-routes-6cb989c.json:route_index=482;api/openapi.yaml:7685;docs/feature-matrix.csv:271,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0484,S04,/api/admin/service-period-products/{service_product_id}/member-views,list_service_period_member_views,GET,GET,/api/admin/service-period-products/{service_product_id}/member-views,admin,api,human_session,true,false,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:524-530,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,listServicePeriodMemberViews [GET /api/admin/service-period-products/{service_product_id}/member-views],1,LEGACY-S07-153,aicrm_next/extensions/commerce/service_period/api.py:524-530,legacy-route-disposition-ledger.csv:485;aicrm_next/extensions/commerce/service_period/api.py:524-530;legacy-routes-6cb989c.json:route_index=483;api/openapi.yaml:7582;docs/feature-matrix.csv:265,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0485,S04,/api/admin/service-period-products/{service_product_id}/member-views,create_service_period_member_view,POST,POST,/api/admin/service-period-products/{service_product_id}/member-views,admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:533-556,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,createServicePeriodMemberView [POST /api/admin/service-period-products/{service_product_id}/member-views],1,LEGACY-S07-155,aicrm_next/extensions/commerce/service_period/api.py:533-556,legacy-route-disposition-ledger.csv:486;aicrm_next/extensions/commerce/service_period/api.py:533-556;legacy-routes-6cb989c.json:route_index=484;api/openapi.yaml:7603;docs/feature-matrix.csv:267,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
LEGACY-API-0486,S04,/api/admin/service-period-products/{service_product_id}/member-views/{view_id},delete_service_period_member_view,DELETE,DELETE,/api/admin/service-period-products/{service_product_id}/member-views/{view_id},admin,api,human_session,true,true,single_resource,service_period,none,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,PENDING_HUMAN_DESIGN,UNMAPPED,MIGRATE,APPROVED,NONE,BACKEND_REQUIRED,CLASSIFIED,aicrm_next/extensions/commerce/service_period/api.py:593-618,BACKEND_REQUIRED,api_route_requires_backend_capability,service_period,deleteServicePeriodMemberView [DELETE /api/admin/service-period-products/{service_product_id}/member-views/{view_id}],1,LEGACY-S07-157,aicrm_next/extensions/commerce/service_period/api.py:593-618,legacy-route-disposition-ledger.csv:487;aicrm_next/extensions/commerce/service_period/api.py:593-618;legacy-routes-6cb989c.json:route_index=485;api/openapi.yaml:7657;docs/feature-matrix.csv:269,后端能力路由；candidate 仅在 OpenAPI x-legacy-mapping-ids 或 ledger 明确时填 operationId，否则显式 V2_NEW_SEMANTICS.
